,state_code,county_code,county_sub_code,cntyname,town_name,hud_areaname,fips,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,hud_area_code,pop2023,state_alpha,year,population,cbsasub21,county,cousub,pop2017,hu2017,cbsasub20,cbsasub19,pop2010,hu2010,cbsasub18,areaname18,cbsasub,pop,fmr_area,msa,stco,fmrtype,statename,fmrarea,id_agis2,pop2020,areaname22,cbsasub22
3773,36,101,99999,Steuben County,,"Steuben County, NY",3610199999,943.0,949.0,1178.0,1536.0,1962.0,NCNTY36101N36101,93584.0,NY,2026,,,,,,,,,,,,,,,,,,,,,,,,
3774,36,105,99999,Sullivan County,,"Sullivan County, NY",3610599999,1065.0,1144.0,1393.0,1937.0,2023.0,NCNTY36105N36105,78725.0,NY,2026,,,,,,,,,,,,,,,,,,,,,,,,
3775,36,121,99999,Wyoming County,,"Wyoming County, NY",3612199999,878.0,883.0,1018.0,1397.0,1677.0,NCNTY36121N36121,40338.0,NY,2026,,,,,,,,,,,,,,,,,,,,,,,,
3776,36,123,99999,Yates County,,"Yates County, NY",3612399999,790.0,873.0,1146.0,1388.0,1922.0,NCNTY36123N36123,24713.0,NY,2026,,,,,,,,,,,,,,,,,,,,,,,,
4784,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999,873.0,984.0,1205.0,1499.0,1634.0,,,NY,2021,,METRO10580M10580,1.0,99999.0,308580,140088.0,,,,,,,,,,,,,,,,,,
4785,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,873.0,984.0,1205.0,1499.0,1634.0,,,NY,2021,,METRO10580M10580,83.0,99999.0,159800,72663.0,,,,,,,,,,,,,,,,,,
4786,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999,873.0,984.0,1205.0,1499.0,1634.0,,,NY,2021,,METRO10580M10580,91.0,99999.0,226630,103766.0,,,,,,,,,,,,,,,,,,
4787,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999,873.0,984.0,1205.0,1499.0,1634.0,,,NY,2021,,METRO10580M10580,93.0,99999.0,155240,69062.0,,,,,,,,,,,,,,,,,,
4788,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999,873.0,984.0,1205.0,1499.0,1634.0,,,NY,2021,,METRO10580M10580,95.0,99999.0,31610,17465.0,,,,,,,,,,,,,,,,,,
4979,36,,,Broome County,,"Binghamton, NY MSA",3600799999,662.0,685.0,886.0,1170.0,1344.0,,,NY,2021,,METRO13780M13780,7.0,99999.0,196125,90727.0,,,,,,,,,,,,,,,,,,
4980,36,,,Tioga County,,"Binghamton, NY MSA",3610799999,662.0,685.0,886.0,1170.0,1344.0,,,NY,2021,,METRO13780M13780,107.0,99999.0,49320,22427.0,,,,,,,,,,,,,,,,,,
5238,36,,,Erie County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3602999999,794.0,824.0,982.0,1221.0,1370.0,,,NY,2021,,METRO15380M15380,29.0,99999.0,923995,425716.0,,,,,,,,,,,,,,,,,,
5239,36,,,Niagara County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3606399999,794.0,824.0,982.0,1221.0,1370.0,,,NY,2021,,METRO15380M15380,63.0,99999.0,212675,100104.0,,,,,,,,,,,,,,,,,,
5473,36,,,Chemung County,,"Elmira, NY MSA",3601599999,787.0,792.0,998.0,1317.0,1386.0,,,NY,2021,,METRO21300M21300,15.0,99999.0,86885,38761.0,,,,,,,,,,,,,,,,,,
5514,36,,,Warren County,,"Glens Falls, NY MSA",3611399999,715.0,839.0,1062.0,1386.0,1458.0,,,NY,2021,,METRO24020M24020,113.0,99999.0,64700,39559.0,,,,,,,,,,,,,,,,,,
5515,36,,,Washington County,,"Glens Falls, NY MSA",3611599999,715.0,839.0,1062.0,1386.0,1458.0,,,NY,2021,,METRO24020M24020,115.0,99999.0,62185,29367.0,,,,,,,,,,,,,,,,,,
5663,36,,,Tompkins County,,"Ithaca, NY MSA",3610999999,1078.0,1153.0,1396.0,1781.0,1994.0,,,NY,2021,,METRO27060M27060,109.0,99999.0,104415,42727.0,,,,,,,,,,,,,,,,,,
5722,36,,,Ulster County,,"Kingston, NY MSA",3611199999,912.0,1081.0,1374.0,1786.0,2020.0,,,NY,2021,,METRO28740M28740,111.0,99999.0,180130,84647.0,,,,,,,,,,,,,,,,,,
5977,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3602799999,1169.0,1246.0,1575.0,2005.0,2251.0,,,NY,2021,,METRO35620M39100,27.0,99999.0,295685,120136.0,,,,,,,,,,,,,,,,,,
5978,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3607199999,1169.0,1246.0,1575.0,2005.0,2251.0,,,NY,2021,,METRO35620M39100,71.0,99999.0,378175,141493.0,,,,,,,,,,,,,,,,,,
5987,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999,1445.0,1786.0,2190.0,2804.0,3116.0,,,NY,2021,,METRO35620MM5380,59.0,99999.0,1363070,471031.0,,,,,,,,,,,,,,,,,,
5988,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999,1445.0,1786.0,2190.0,2804.0,3116.0,,,NY,2021,,METRO35620MM5380,103.0,99999.0,1497595,574342.0,,,,,,,,,,,,,,,,,,
5989,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,5.0,99999.0,1455845,524488.0,,,,,,,,,,,,,,,,,,
5990,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,47.0,99999.0,2635120,1028383.0,,,,,,,,,,,,,,,,,,
5991,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,61.0,99999.0,1653875,872645.0,,,,,,,,,,,,,,,,,,
5992,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,79.0,99999.0,99465,38578.0,,,,,,,,,,,,,,,,,,
5993,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,81.0,99999.0,2339280,850422.0,,,,,,,,,,,,,,,,,,
5994,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,85.0,99999.0,475950,179179.0,,,,,,,,,,,,,,,,,,
5995,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999,1940.0,1985.0,2263.0,2864.0,3069.0,,,NY,2021,,METRO35620MM5600,87.0,99999.0,325025,105530.0,,,,,,,,,,,,,,,,,,
6313,36,,,Livingston County,,"Rochester, NY HUD Metro FMR Area",3605199999,742.0,856.0,1070.0,1331.0,1451.0,,,NY,2021,,METRO40380M40380,51.0,99999.0,64375,27427.0,,,,,,,,,,,,,,,,,,
6314,36,,,Monroe County,,"Rochester, NY HUD Metro FMR Area",3605599999,742.0,856.0,1070.0,1331.0,1451.0,,,NY,2021,,METRO40380M40380,55.0,99999.0,748680,325818.0,,,,,,,,,,,,,,,,,,
6315,36,,,Ontario County,,"Rochester, NY HUD Metro FMR Area",3606999999,742.0,856.0,1070.0,1331.0,1451.0,,,NY,2021,,METRO40380M40380,69.0,99999.0,109490,50074.0,,,,,,,,,,,,,,,,,,
6316,36,,,Orleans County,,"Rochester, NY HUD Metro FMR Area",3607399999,742.0,856.0,1070.0,1331.0,1451.0,,,NY,2021,,METRO40380M40380,73.0,99999.0,41585,18528.0,,,,,,,,,,,,,,,,,,
6317,36,,,Wayne County,,"Rochester, NY HUD Metro FMR Area",3611799999,742.0,856.0,1070.0,1331.0,1451.0,,,NY,2021,,METRO40380M40380,117.0,99999.0,91440,41561.0,,,,,,,,,,,,,,,,,,
6318,36,,,Yates County,,"Yates County, NY HUD Metro FMR Area",3612399999,602.0,710.0,867.0,1171.0,1176.0,,,NY,2021,,METRO40380N36123,123.0,99999.0,25085,13771.0,,,,,,,,,,,,,,,,,,
6519,36,,,Madison County,,"Syracuse, NY MSA",3605399999,687.0,773.0,955.0,1192.0,1381.0,,,NY,2021,,METRO45060M45060,53.0,99999.0,71760,32137.0,,,,,,,,,,,,,,,,,,
6520,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999,687.0,773.0,955.0,1192.0,1381.0,,,NY,2021,,METRO45060M45060,67.0,99999.0,467670,206707.0,,,,,,,,,,,,,,,,,,
6521,36,,,Oswego County,,"Syracuse, NY MSA",3607599999,687.0,773.0,955.0,1192.0,1381.0,,,NY,2021,,METRO45060M45060,75.0,99999.0,119835,54304.0,,,,,,,,,,,,,,,,,,
6562,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999,624.0,665.0,847.0,1054.0,1213.0,,,NY,2021,,METRO46540M46540,43.0,99999.0,62945,33726.0,,,,,,,,,,,,,,,,,,
6563,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999,624.0,665.0,847.0,1054.0,1213.0,,,NY,2021,,METRO46540M46540,65.0,99999.0,232325,104998.0,,,,,,,,,,,,,,,,,,
6623,36,,,Jefferson County,,"Watertown-Fort Drum, NY MSA",3604599999,751.0,864.0,1139.0,1511.0,1751.0,,,NY,2021,,METRO48060M48060,45.0,99999.0,116565,59547.0,,,,,,,,,,,,,,,,,,
6630,36,,,Westchester County,,"Westchester County, NY Statutory Exception Area",3611999999,1509.0,1763.0,2116.0,2705.0,3074.0,,,NY,2021,,METRO48325M48325,119.0,99999.0,975320,373236.0,,,,,,,,,,,,,,,,,,
8518,36,,,Allegany County,,"Allegany County, NY",3600399999,567.0,610.0,757.0,980.0,1138.0,,,NY,2021,,NCNTY36003N36003,3.0,99999.0,47400,26324.0,,,,,,,,,,,,,,,,,,
8519,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999,632.0,635.0,768.0,1062.0,1155.0,,,NY,2021,,NCNTY36009N36009,9.0,99999.0,78175,41431.0,,,,,,,,,,,,,,,,,,
8520,36,,,Cayuga County,,"Cayuga County, NY",3601199999,664.0,713.0,882.0,1120.0,1246.0,,,NY,2021,,NCNTY36011N36011,11.0,99999.0,78320,36882.0,,,,,,,,,,,,,,,,,,
8521,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999,593.0,650.0,795.0,1038.0,1133.0,,,NY,2021,,NCNTY36013N36013,13.0,99999.0,130845,67422.0,,,,,,,,,,,,,,,,,,
8522,36,,,Chenango County,,"Chenango County, NY",3601799999,565.0,672.0,823.0,1048.0,1116.0,,,NY,2021,,NCNTY36017N36017,17.0,99999.0,48765,25269.0,,,,,,,,,,,,,,,,,,
8523,36,,,Clinton County,,"Clinton County, NY",3601999999,735.0,740.0,939.0,1222.0,1345.0,,,NY,2021,,NCNTY36019N36019,19.0,99999.0,81225,36352.0,,,,,,,,,,,,,,,,,,
8524,36,,,Columbia County,,"Columbia County, NY",3602199999,807.0,907.0,1090.0,1442.0,1478.0,,,NY,2021,,NCNTY36021N36021,21.0,99999.0,61480,33252.0,,,,,,,,,,,,,,,,,,
8525,36,,,Cortland County,,"Cortland County, NY",3602399999,715.0,774.0,918.0,1143.0,1356.0,,,NY,2021,,NCNTY36023N36023,23.0,99999.0,48335,20724.0,,,,,,,,,,,,,,,,,,
8526,36,,,Delaware County,,"Delaware County, NY",3602599999,672.0,676.0,795.0,1074.0,1078.0,,,NY,2021,,NCNTY36025N36025,25.0,99999.0,45950,31524.0,,,,,,,,,,,,,,,,,,
8527,36,,,Essex County,,"Essex County, NY",3603199999,732.0,774.0,919.0,1246.0,1251.0,,,NY,2021,,NCNTY36031N36031,31.0,99999.0,38235,26114.0,,,,,,,,,,,,,,,,,,
8528,36,,,Franklin County,,"Franklin County, NY",3603399999,554.0,709.0,808.0,1086.0,1096.0,,,NY,2021,,NCNTY36033N36033,33.0,99999.0,51055,25582.0,,,,,,,,,,,,,,,,,,
8529,36,,,Fulton County,,"Fulton County, NY",3603599999,623.0,721.0,887.0,1103.0,1311.0,,,NY,2021,,NCNTY36035N36035,35.0,99999.0,53955,29004.0,,,,,,,,,,,,,,,,,,
8530,36,,,Genesee County,,"Genesee County, NY",3603799999,615.0,744.0,895.0,1227.0,1317.0,,,NY,2021,,NCNTY36037N36037,37.0,99999.0,58535,25712.0,,,,,,,,,,,,,,,,,,
8531,36,,,Greene County,,"Greene County, NY",3603999999,744.0,877.0,1101.0,1441.0,1493.0,,,NY,2021,,NCNTY36039N36039,39.0,99999.0,47790,29625.0,,,,,,,,,,,,,,,,,,
8532,36,,,Hamilton County,,"Hamilton County, NY",3604199999,757.0,762.0,1004.0,1249.0,1434.0,,,NY,2021,,NCNTY36041N36041,41.0,99999.0,4645,8885.0,,,,,,,,,,,,,,,,,,
8533,36,,,Lewis County,,"Lewis County, NY",3604999999,690.0,715.0,885.0,1172.0,1340.0,,,NY,2021,,NCNTY36049N36049,49.0,99999.0,26845,15519.0,,,,,,,,,,,,,,,,,,
8534,36,,,Montgomery County,,"Montgomery County, NY",3605799999,737.0,742.0,882.0,1097.0,1223.0,,,NY,2021,,NCNTY36057N36057,57.0,99999.0,49500,23480.0,,,,,,,,,,,,,,,,,,
8535,36,,,Otsego County,,"Otsego County, NY",3607799999,769.0,774.0,962.0,1241.0,1496.0,,,NY,2021,,NCNTY36077N36077,77.0,99999.0,60750,31098.0,,,,,,,,,,,,,,,,,,
8536,36,,,St. Lawrence County,,"St. Lawrence County, NY",3608999999,657.0,734.0,908.0,1130.0,1346.0,,,NY,2021,,NCNTY36089N36089,89.0,99999.0,110815,52908.0,,,,,,,,,,,,,,,,,,
8537,36,,,Schuyler County,,"Schuyler County, NY",3609799999,648.0,674.0,832.0,1158.0,1373.0,,,NY,2021,,NCNTY36097N36097,97.0,99999.0,18110,9691.0,,,,,,,,,,,,,,,,,,
8538,36,,,Seneca County,,"Seneca County, NY",3609999999,730.0,734.0,906.0,1171.0,1324.0,,,NY,2021,,NCNTY36099N36099,99.0,99999.0,34845,16293.0,,,,,,,,,,,,,,,,,,
8539,36,,,Steuben County,,"Steuben County, NY",3610199999,698.0,720.0,847.0,1144.0,1352.0,,,NY,2021,,NCNTY36101N36101,101.0,99999.0,97540,49363.0,,,,,,,,,,,,,,,,,,
8540,36,,,Sullivan County,,"Sullivan County, NY",3610599999,716.0,865.0,1085.0,1350.0,1501.0,,,NY,2021,,NCNTY36105N36105,105.0,99999.0,75785,50232.0,,,,,,,,,,,,,,,,,,
8541,36,,,Wyoming County,,"Wyoming County, NY",3612199999,542.0,597.0,787.0,1055.0,1067.0,,,NY,2021,,NCNTY36121N36121,121.0,99999.0,40885,18085.0,,,,,,,,,,,,,,,,,,
9550,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999,806.0,922.0,1136.0,1416.0,1539.0,,,NY,2020,,,1.0,99999.0,308580,140088.0,METRO10580M10580,,,,,,,,,,,,,,,,,
9551,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,806.0,922.0,1136.0,1416.0,1539.0,,,NY,2020,,,83.0,99999.0,159800,72663.0,METRO10580M10580,,,,,,,,,,,,,,,,,
9552,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999,806.0,922.0,1136.0,1416.0,1539.0,,,NY,2020,,,91.0,99999.0,226630,103766.0,METRO10580M10580,,,,,,,,,,,,,,,,,
9553,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999,806.0,922.0,1136.0,1416.0,1539.0,,,NY,2020,,,93.0,99999.0,155240,69062.0,METRO10580M10580,,,,,,,,,,,,,,,,,
9554,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999,806.0,922.0,1136.0,1416.0,1539.0,,,NY,2020,,,95.0,99999.0,31610,17465.0,METRO10580M10580,,,,,,,,,,,,,,,,,
9745,36,,,Broome County,,"Binghamton, NY MSA",3600799999,637.0,666.0,862.0,1125.0,1287.0,,,NY,2020,,,7.0,99999.0,196125,90727.0,METRO13780M13780,,,,,,,,,,,,,,,,,
9746,36,,,Tioga County,,"Binghamton, NY MSA",3610799999,637.0,666.0,862.0,1125.0,1287.0,,,NY,2020,,,107.0,99999.0,49320,22427.0,METRO13780M13780,,,,,,,,,,,,,,,,,
10004,36,,,Erie County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3602999999,712.0,743.0,891.0,1110.0,1258.0,,,NY,2020,,,29.0,99999.0,923995,425716.0,METRO15380M15380,,,,,,,,,,,,,,,,,
10005,36,,,Niagara County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3606399999,712.0,743.0,891.0,1110.0,1258.0,,,NY,2020,,,63.0,99999.0,212675,100104.0,METRO15380M15380,,,,,,,,,,,,,,,,,
10239,36,,,Chemung County,,"Elmira, NY MSA",3601599999,715.0,742.0,928.0,1225.0,1267.0,,,NY,2020,,,15.0,99999.0,86885,38761.0,METRO21300M21300,,,,,,,,,,,,,,,,,
10280,36,,,Warren County,,"Glens Falls, NY MSA",3611399999,702.0,790.0,1001.0,1289.0,1407.0,,,NY,2020,,,113.0,99999.0,64700,39559.0,METRO24020M24020,,,,,,,,,,,,,,,,,
10281,36,,,Washington County,,"Glens Falls, NY MSA",3611599999,702.0,790.0,1001.0,1289.0,1407.0,,,NY,2020,,,115.0,99999.0,62185,29367.0,METRO24020M24020,,,,,,,,,,,,,,,,,
10429,36,,,Tompkins County,,"Ithaca, NY MSA",3610999999,1016.0,1072.0,1296.0,1654.0,1933.0,,,NY,2020,,,109.0,99999.0,104415,42727.0,METRO27060M27060,,,,,,,,,,,,,,,,,
10488,36,,,Ulster County,,"Kingston, NY MSA",3611199999,839.0,1025.0,1287.0,1655.0,1872.0,,,NY,2020,,,111.0,99999.0,180130,84647.0,METRO28740M28740,,,,,,,,,,,,,,,,,
10743,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3602799999,1092.0,1190.0,1495.0,1905.0,2193.0,,,NY,2020,,,27.0,99999.0,295685,120136.0,METRO35620M39100,,,,,,,,,,,,,,,,,
10744,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3607199999,1092.0,1190.0,1495.0,1905.0,2193.0,,,NY,2020,,,71.0,99999.0,378175,141493.0,METRO35620M39100,,,,,,,,,,,,,,,,,
10753,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999,1397.0,1748.0,2144.0,2759.0,3076.0,,,NY,2020,,,59.0,99999.0,1363070,471031.0,METRO35620MM5380,,,,,,,,,,,,,,,,,
10754,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999,1397.0,1748.0,2144.0,2759.0,3076.0,,,NY,2020,,,103.0,99999.0,1497595,574342.0,METRO35620MM5380,,,,,,,,,,,,,,,,,
10755,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,5.0,99999.0,1455845,524488.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10756,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,47.0,99999.0,2635120,1028383.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10757,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,61.0,99999.0,1653875,872645.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10758,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,79.0,99999.0,99465,38578.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10759,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,81.0,99999.0,2339280,850422.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10760,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,85.0,99999.0,475950,179179.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10761,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,87.0,99999.0,325025,105530.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
10762,36,,,Westchester County,,"New York, NY HUD Metro FMR Area",3611999998,1821.0,1875.0,2134.0,2704.0,2891.0,,,NY,2020,,,119.0,99998.0,975320,373236.0,METRO35620MM5600,,,,,,,,,,,,,,,,,
11080,36,,,Livingston County,,"Rochester, NY HUD Metro FMR Area",3605199999,710.0,824.0,1033.0,1287.0,1399.0,,,NY,2020,,,51.0,99999.0,64375,27427.0,METRO40380M40380,,,,,,,,,,,,,,,,,
11081,36,,,Monroe County,,"Rochester, NY HUD Metro FMR Area",3605599999,710.0,824.0,1033.0,1287.0,1399.0,,,NY,2020,,,55.0,99999.0,748680,325818.0,METRO40380M40380,,,,,,,,,,,,,,,,,
11082,36,,,Ontario County,,"Rochester, NY HUD Metro FMR Area",3606999999,710.0,824.0,1033.0,1287.0,1399.0,,,NY,2020,,,69.0,99999.0,109490,50074.0,METRO40380M40380,,,,,,,,,,,,,,,,,
11083,36,,,Orleans County,,"Rochester, NY HUD Metro FMR Area",3607399999,710.0,824.0,1033.0,1287.0,1399.0,,,NY,2020,,,73.0,99999.0,41585,18528.0,METRO40380M40380,,,,,,,,,,,,,,,,,
11084,36,,,Wayne County,,"Rochester, NY HUD Metro FMR Area",3611799999,710.0,824.0,1033.0,1287.0,1399.0,,,NY,2020,,,117.0,99999.0,91440,41561.0,METRO40380M40380,,,,,,,,,,,,,,,,,
11085,36,,,Yates County,,"Yates County, NY HUD Metro FMR Area",3612399999,567.0,685.0,824.0,1112.0,1116.0,,,NY,2020,,,123.0,99999.0,25085,13771.0,METRO40380N36123,,,,,,,,,,,,,,,,,
11286,36,,,Madison County,,"Syracuse, NY MSA",3605399999,669.0,765.0,952.0,1192.0,1366.0,,,NY,2020,,,53.0,99999.0,71760,32137.0,METRO45060M45060,,,,,,,,,,,,,,,,,
11287,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999,669.0,765.0,952.0,1192.0,1366.0,,,NY,2020,,,67.0,99999.0,467670,206707.0,METRO45060M45060,,,,,,,,,,,,,,,,,
11288,36,,,Oswego County,,"Syracuse, NY MSA",3607599999,669.0,765.0,952.0,1192.0,1366.0,,,NY,2020,,,75.0,99999.0,119835,54304.0,METRO45060M45060,,,,,,,,,,,,,,,,,
11327,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999,599.0,652.0,840.0,1047.0,1165.0,,,NY,2020,,,43.0,99999.0,62945,33726.0,METRO46540M46540,,,,,,,,,,,,,,,,,
11328,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999,599.0,652.0,840.0,1047.0,1165.0,,,NY,2020,,,65.0,99999.0,232325,104998.0,METRO46540M46540,,,,,,,,,,,,,,,,,
11388,36,,,Jefferson County,,"Watertown-Fort Drum, NY MSA",3604599999,784.0,914.0,1204.0,1568.0,1794.0,,,NY,2020,,,45.0,99999.0,116565,59547.0,METRO48060M48060,,,,,,,,,,,,,,,,,
11395,36,,,Westchester County,,"Westchester County, NY Statutory Exception Area",3611999999,1528.0,1792.0,2157.0,2777.0,3118.0,,,NY,2020,,,119.0,99999.0,975320,373236.0,METRO48325M48325,,,,,,,,,,,,,,,,,
13285,36,,,Allegany County,,"Allegany County, NY",3600399999,554.0,598.0,732.0,947.0,1127.0,,,NY,2020,,,3.0,99999.0,47400,26324.0,NCNTY36003N36003,,,,,,,,,,,,,,,,,
13286,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999,610.0,611.0,747.0,1036.0,1149.0,,,NY,2020,,,9.0,99999.0,78175,41431.0,NCNTY36009N36009,,,,,,,,,,,,,,,,,
13287,36,,,Cayuga County,,"Cayuga County, NY",3601199999,636.0,693.0,861.0,1088.0,1187.0,,,NY,2020,,,11.0,99999.0,78320,36882.0,NCNTY36011N36011,,,,,,,,,,,,,,,,,
13288,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999,566.0,623.0,761.0,981.0,1115.0,,,NY,2020,,,13.0,99999.0,130845,67422.0,NCNTY36013N36013,,,,,,,,,,,,,,,,,
13289,36,,,Chenango County,,"Chenango County, NY",3601799999,572.0,658.0,817.0,1024.0,1107.0,,,NY,2020,,,17.0,99999.0,48765,25269.0,NCNTY36017N36017,,,,,,,,,,,,,,,,,
13290,36,,,Clinton County,,"Clinton County, NY",3601999999,659.0,696.0,873.0,1132.0,1211.0,,,NY,2020,,,19.0,99999.0,81225,36352.0,NCNTY36019N36019,,,,,,,,,,,,,,,,,
13291,36,,,Columbia County,,"Columbia County, NY",3602199999,747.0,833.0,1023.0,1377.0,1413.0,,,NY,2020,,,21.0,99999.0,61480,33252.0,NCNTY36021N36021,,,,,,,,,,,,,,,,,
13292,36,,,Cortland County,,"Cortland County, NY",3602399999,699.0,754.0,892.0,1124.0,1260.0,,,NY,2020,,,23.0,99999.0,48335,20724.0,NCNTY36023N36023,,,,,,,,,,,,,,,,,
13293,36,,,Delaware County,,"Delaware County, NY",3602599999,658.0,662.0,809.0,1085.0,1096.0,,,NY,2020,,,25.0,99999.0,45950,31524.0,NCNTY36025N36025,,,,,,,,,,,,,,,,,
13294,36,,,Essex County,,"Essex County, NY",3603199999,697.0,746.0,907.0,1223.0,1239.0,,,NY,2020,,,31.0,99999.0,38235,26114.0,NCNTY36031N36031,,,,,,,,,,,,,,,,,
13295,36,,,Franklin County,,"Franklin County, NY",3603399999,550.0,673.0,768.0,1025.0,1040.0,,,NY,2020,,,33.0,99999.0,51055,25582.0,NCNTY36033N36033,,,,,,,,,,,,,,,,,
13296,36,,,Fulton County,,"Fulton County, NY",3603599999,586.0,702.0,857.0,1068.0,1262.0,,,NY,2020,,,35.0,99999.0,53955,29004.0,NCNTY36035N36035,,,,,,,,,,,,,,,,,
13297,36,,,Genesee County,,"Genesee County, NY",3603799999,607.0,714.0,861.0,1176.0,1282.0,,,NY,2020,,,37.0,99999.0,58535,25712.0,NCNTY36037N36037,,,,,,,,,,,,,,,,,
13298,36,,,Greene County,,"Greene County, NY",3603999999,667.0,819.0,1023.0,1368.0,1477.0,,,NY,2020,,,39.0,99999.0,47790,29625.0,NCNTY36039N36039,,,,,,,,,,,,,,,,,
13299,36,,,Hamilton County,,"Hamilton County, NY",3604199999,714.0,719.0,947.0,1229.0,1355.0,,,NY,2020,,,41.0,99999.0,4645,8885.0,NCNTY36041N36041,,,,,,,,,,,,,,,,,
13300,36,,,Lewis County,,"Lewis County, NY",3604999999,659.0,709.0,840.0,1150.0,1297.0,,,NY,2020,,,49.0,99999.0,26845,15519.0,NCNTY36049N36049,,,,,,,,,,,,,,,,,
13301,36,,,Montgomery County,,"Montgomery County, NY",3605799999,695.0,699.0,828.0,1032.0,1170.0,,,NY,2020,,,57.0,99999.0,49500,23480.0,NCNTY36057N36057,,,,,,,,,,,,,,,,,
13302,36,,,Otsego County,,"Otsego County, NY",3607799999,741.0,746.0,935.0,1173.0,1503.0,,,NY,2020,,,77.0,99999.0,60750,31098.0,NCNTY36077N36077,,,,,,,,,,,,,,,,,
